UNITID,CONTRACT,ARANK,XTENUREM,TENUREM,XONTRCKM,ONTRCKM,XNOTRCKM,NOTRCKM,XNOFACTM,NOFACTM,XTENUREW,TENUREW,XONTRCKW,ONTRCKW,XNOTRCKW,NOTRCKW,XNOFACTW,NOFACTW,XEMPCNTT,EMPCNTT 
106458,1,4,"Z",0,"Z",0,"R",31,"Z",0,"R",2,"R",1,"R",61,"Z",0,"R",95
106458,1,7,"R",125,"R",52,"R",36,"Z",0,"R",83,"R",56,"R",67,"Z",0,"R",419
106458,2,1,"R",10,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",14
106458,2,2,"R",9,"R",1,"Z",0,"Z",0,"R",13,"R",2,"Z",0,"Z",0,"R",25
106458,2,3,"R",2,"R",2,"R",2,"Z",0,"Z",0,"R",9,"R",2,"Z",0,"R",17
106458,2,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",10
106458,2,7,"R",21,"R",3,"R",4,"Z",0,"R",17,"R",11,"R",10,"Z",0,"R",66
106467,1,1,"R",28,"Z",0,"Z",0,"Z",0,"R",16,"Z",0,"Z",0,"Z",0,"R",44
106467,1,2,"R",38,"R",2,"Z",0,"Z",0,"R",25,"R",3,"Z",0,"Z",0,"R",68
106467,1,3,"R",7,"R",43,"R",8,"Z",0,"R",13,"R",24,"R",10,"R",1,"R",106
106467,1,4,"Z",0,"Z",0,"R",7,"R",1,"Z",0,"Z",0,"R",16,"R",3,"R",27
106467,1,6,"Z",0,"Z",0,"R",22,"Z",0,"Z",0,"Z",0,"R",24,"Z",0,"R",46
106467,1,7,"R",73,"R",45,"R",37,"R",1,"R",54,"R",27,"R",50,"R",4,"R",291
106467,2,1,"R",5,"R",1,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",9
106467,2,2,"R",5,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"Z",0,"Z",0,"R",9
106467,2,3,"R",1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
106467,2,7,"R",11,"R",2,"R",1,"Z",0,"R",6,"R",1,"Z",0,"Z",0,"R",21
106485,1,1,"R",15,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",17
106485,1,2,"R",18,"R",1,"R",1,"Z",0,"R",19,"Z",0,"Z",0,"Z",0,"R",39
106485,1,3,"Z",0,"R",10,"Z",0,"Z",0,"R",1,"R",9,"Z",0,"Z",0,"R",20
106485,1,4,"Z",0,"Z",0,"R",6,"Z",0,"R",1,"Z",0,"R",14,"Z",0,"R",21
106485,1,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",8
106485,1,7,"R",33,"R",11,"R",8,"Z",0,"R",23,"R",9,"R",21,"Z",0,"R",105
106485,2,1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
106485,2,2,"R",5,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",6
106485,2,3,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",3
106485,2,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",8
106485,2,6,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",29
106485,2,7,"R",8,"R",2,"R",15,"Z",0,"R",1,"R",1,"R",22,"Z",0,"R",49
106704,1,1,"R",47,"Z",0,"R",1,"Z",0,"R",11,"Z",0,"R",2,"Z",0,"R",61
106704,1,2,"R",63,"R",4,"R",1,"Z",0,"R",40,"R",4,"Z",0,"Z",0,"R",112
106704,1,3,"R",14,"R",71,"R",1,"Z",0,"R",8,"R",56,"R",2,"Z",0,"R",152
106704,1,4,"Z",0,"R",1,"R",19,"Z",0,"Z",0,"Z",0,"R",74,"Z",0,"R",94
106704,1,5,"Z",0,"Z",0,"R",17,"Z",0,"Z",0,"Z",0,"R",36,"Z",0,"R",53
106704,1,7,"R",124,"R",76,"R",39,"Z",0,"R",59,"R",60,"R",114,"Z",0,"R",472
106704,2,1,"R",18,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",24
106704,2,2,"R",7,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"Z",0,"Z",0,"R",12
106704,2,3,"Z",0,"R",2,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4
106704,2,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",11
106704,2,5,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",4
106704,2,7,"R",25,"R",2,"R",7,"Z",0,"R",11,"R",1,"R",9,"Z",0,"R",55
106713,1,1,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",6
106713,1,2,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",8
106713,1,3,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",5
106713,1,4,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
106713,1,7,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",22
106810,1,2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
106810,1,3,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
106810,1,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
106810,1,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",7
106810,2,2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
106810,2,3,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
106810,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
106810,2,7,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",5
107044,1,1,"Z",0,"Z",0,"R",64,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",71
107044,1,2,"Z",0,"Z",0,"R",48,"Z",0,"Z",0,"Z",0,"R",20,"Z",0,"R",68
107044,1,3,"Z",0,"Z",0,"R",44,"Z",0,"Z",0,"Z",0,"R",30,"Z",0,"R",74
107044,1,4,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",20,"Z",0,"R",30
107044,1,5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1
107044,1,7,"Z",0,"Z",0,"R",166,"Z",0,"Z",0,"Z",0,"R",77,"R",1,"R",244
107044,2,1,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4
107044,2,2,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5
107044,2,3,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",20
107044,2,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
107044,2,7,"Z",0,"Z",0,"R",18,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",30
107071,1,1,"R",49,"R",1,"Z",0,"Z",0,"R",14,"Z",0,"Z",0,"Z",0,"R",64
107071,1,2,"R",12,"R",2,"R",1,"Z",0,"R",4,"R",3,"R",1,"Z",0,"R",23
107071,1,3,"Z",0,"R",17,"R",1,"Z",0,"Z",0,"R",21,"R",9,"Z",0,"R",48
107071,1,4,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",23
107071,1,7,"R",61,"R",20,"R",11,"Z",0,"R",18,"R",24,"R",24,"Z",0,"R",158
107071,2,1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2
107071,2,2,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2
107071,2,3,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
107071,2,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",6
107071,2,6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1
107071,2,7,"R",2,"R",1,"R",5,"Z",0,"R",2,"Z",0,"R",2,"R",1,"R",13
107080,1,1,"R",23,"Z",0,"R",1,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",32
107080,1,2,"R",13,"Z",0,"Z",0,"Z",0,"R",15,"Z",0,"Z",0,"Z",0,"R",28
107080,1,3,"Z",0,"R",18,"R",4,"Z",0,"Z",0,"R",11,"R",4,"Z",0,"R",37
107080,1,4,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"R",3,"R",6,"Z",0,"R",12
107080,1,7,"R",36,"R",18,"R",8,"Z",0,"R",23,"R",14,"R",10,"Z",0,"R",109
107141,1,1,"Z",0,"Z",0,"R",21,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",25
107141,1,2,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",16
107141,1,3,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",19
107141,1,4,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",9
107141,1,7,"Z",0,"Z",0,"R",50,"Z",0,"Z",0,"Z",0,"R",19,"Z",0,"R",69
107141,2,1,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",4
107141,2,2,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4
107141,2,3,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
107141,2,7,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",9
107512,1,1,"R",33,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"Z",0,"Z",0,"R",45
107512,1,2,"R",16,"R",1,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",22
107512,1,3,"R",3,"R",12,"R",2,"Z",0,"R",1,"R",9,"R",1,"Z",0,"R",28
107512,1,4,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",4,"R",3,"Z",0,"R",10
107512,1,5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",5
107512,1,7,"R",52,"R",14,"R",4,"Z",0,"R",18,"R",13,"R",9,"Z",0,"R",110
107558,1,1,"R",9,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",12
107558,1,2,"R",13,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",17
107558,1,3,"Z",0,"R",3,"R",2,"Z",0,"Z",0,"R",6,"R",4,"Z",0,"R",15
107558,1,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",4
107558,1,7,"R",22,"R",3,"R",3,"Z",0,"R",7,"R",6,"R",7,"Z",0,"R",48
107600,1,1,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5
107600,1,2,"R",1,"R",4,"R",1,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",9
107600,1,3,"Z",0,"R",6,"R",8,"Z",0,"R",1,"R",6,"R",5,"Z",0,"R",26
107600,1,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",5
107600,1,7,"R",5,"R",10,"R",10,"Z",0,"R",5,"R",6,"R",9,"Z",0,"R",45
107600,2,1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1
107600,2,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
107600,2,7,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",2
107877,1,1,"R",4,"R",2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",8
107877,1,2,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
107877,1,3,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"R",14
107877,1,4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",5
107877,1,7,"R",4,"R",15,"Z",0,"Z",0,"R",2,"R",8,"R",1,"Z",0,"R",30
107983,1,1,"R",10,"R",3,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",17
107983,1,2,"R",21,"R",2,"Z",0,"Z",0,"R",12,"R",1,"Z",0,"Z",0,"R",36
107983,1,3,"R",3,"R",13,"R",8,"Z",0,"R",4,"R",22,"R",7,"Z",0,"R",57
107983,1,4,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",17,"Z",0,"R",27
107983,1,7,"R",34,"R",18,"R",18,"Z",0,"R",20,"R",23,"R",24,"Z",0,"R",137
107983,2,1,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4
107983,2,2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1
107983,2,3,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",4
107983,2,4,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",14
107983,2,6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
107983,2,7,"R",4,"R",1,"R",10,"R",1,"R",2,"Z",0,"R",6,"Z",0,"R",24
108092,1,1,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",10
108092,1,2,"R",5,"Z",0,"R",16,"Z",0,"R",1,"Z",0,"R",14,"Z",0,"R",36
108092,1,3,"R",8,"Z",0,"R",44,"Z",0,"R",6,"Z",0,"R",40,"Z",0,"R",98
108092,1,4,"Z",0,"Z",0,"R",17,"Z",0,"Z",0,"Z",0,"R",30,"Z",0,"R",47
108092,1,5,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
108092,1,6,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",7
108092,1,7,"R",17,"Z",0,"R",84,"Z",0,"R",7,"Z",0,"R",91,"Z",0,"R",199
108092,2,1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
108092,2,2,"R",2,"Z",0,"R",8,"Z",0,"R",1,"Z",0,"R",7,"Z",0,"R",18
108092,2,3,"R",1,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",8
108092,2,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",13
108092,2,5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
108092,2,7,"R",3,"Z",0,"R",17,"Z",0,"R",1,"Z",0,"R",21,"Z",0,"R",42
108232,2,6,"Z",0,"Z",0,"R",134,"Z",0,"Z",0,"Z",0,"R",97,"Z",0,"R",231
108232,2,7,"Z",0,"Z",0,"R",134,"Z",0,"Z",0,"Z",0,"R",97,"Z",0,"R",231
108250,2,4,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",12
108250,2,7,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",12
108269,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
108269,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
108861,2,1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1
108861,2,2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",4
108861,2,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
108861,2,7,"Z",0,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"R",3,"Z",0,"R",6
108870,2,1,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6
108870,2,5,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",5
108870,2,7,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",11
109086,1,6,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",5
109086,1,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",5
109086,2,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
109086,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
109651,2,1,"Z",0,"Z",0,"R",15,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",24
109651,2,2,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",16
109651,2,3,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",8
109651,2,4,"Z",0,"Z",0,"R",33,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",45
109651,2,7,"Z",0,"Z",0,"R",64,"Z",0,"Z",0,"Z",0,"R",29,"Z",0,"R",93
109785,1,1,"Z",0,"Z",0,"R",25,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",31
109785,1,2,"Z",0,"Z",0,"R",20,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",31
109785,1,3,"Z",0,"Z",0,"R",21,"Z",0,"Z",0,"Z",0,"R",25,"Z",0,"R",46
109785,1,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
109785,1,7,"Z",0,"Z",0,"R",68,"Z",0,"Z",0,"Z",0,"R",43,"Z",0,"R",111
109785,2,1,"Z",0,"Z",0,"R",57,"Z",0,"Z",0,"Z",0,"R",46,"Z",0,"R",103
109785,2,2,"Z",0,"Z",0,"R",41,"Z",0,"Z",0,"Z",0,"R",35,"Z",0,"R",76
109785,2,3,"Z",0,"Z",0,"R",23,"Z",0,"Z",0,"Z",0,"R",60,"Z",0,"R",83
109785,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",13
109785,2,7,"Z",0,"Z",0,"R",122,"Z",0,"Z",0,"Z",0,"R",153,"Z",0,"R",275
110060,2,1,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",6
110060,2,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",6
110097,1,1,"R",40,"R",4,"Z",0,"Z",0,"R",7,"R",1,"Z",0,"Z",0,"R",52
110097,1,2,"R",32,"R",26,"R",13,"Z",0,"R",11,"R",9,"R",6,"Z",0,"R",97
110097,1,3,"Z",0,"R",17,"R",13,"Z",0,"Z",0,"R",15,"R",23,"Z",0,"R",68
110097,1,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",6
110097,1,6,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
110097,1,7,"R",72,"R",47,"R",29,"Z",0,"R",18,"R",25,"R",34,"Z",0,"R",225
110097,2,1,"R",7,"R",3,"R",1,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",13
110097,2,2,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5
110097,2,7,"R",10,"R",5,"R",1,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",18
110185,2,4,"Z",0,"Z",0,"R",21,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",26
110185,2,7,"Z",0,"Z",0,"R",21,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",26
110307,1,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",12
110307,1,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",12
110316,1,1,"Z",0,"Z",0,"R",16,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"R",29
110316,1,2,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",14
110316,1,3,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",15
110316,1,7,"Z",0,"Z",0,"R",29,"Z",0,"Z",0,"Z",0,"R",29,"Z",0,"R",58
110361,1,1,"R",17,"R",5,"Z",0,"Z",0,"R",5,"R",1,"Z",0,"Z",0,"R",28
110361,1,2,"R",5,"R",23,"Z",0,"Z",0,"R",3,"R",11,"Z",0,"Z",0,"R",42
110361,1,3,"Z",0,"R",34,"Z",0,"Z",0,"Z",0,"R",39,"Z",0,"Z",0,"R",73
110361,1,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
110361,1,7,"R",22,"R",62,"Z",0,"Z",0,"R",8,"R",51,"R",1,"Z",0,"R",144
110361,2,1,"R",9,"R",5,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",15
110361,2,2,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",8
110361,2,3,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"R",13
110361,2,5,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",19
110361,2,7,"R",9,"R",13,"R",5,"Z",0,"R",1,"R",13,"R",14,"Z",0,"R",55
110370,1,1,"R",8,"Z",0,"R",1,"Z",0,"R",8,"Z",0,"R",3,"Z",0,"R",20
110370,1,2,"R",8,"Z",0,"R",9,"Z",0,"R",6,"R",1,"R",9,"Z",0,"R",33
110370,1,3,"Z",0,"R",7,"R",3,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"R",19
